state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
wi,ho6,8/31/2018,Online,2,1,0,0,0
wi,ho3,9/1/2018,Agent,2,2,2,0,0
wi,ho3,9/1/2018,Online,2,1,0,0,0
wi,ho3,9/2/2018,Online,3,2,0,0,0
wi,ho6,9/2/2018,Online,2,1,0,0,0
wi,ho3,9/3/2018,Agent,1,1,1,0,0
wi,ho3,9/3/2018,Online,3,2,0,0,0
wi,ho6,9/3/2018,Online,1,0,0,0,0
wi,ho3,9/4/2018,Agent,4,3,3,0,0
wi,ho3,9/4/2018,Online,5,3,1,1,0.2
wi,ho6,9/4/2018,Online,1,1,1,0,0
wi,ho3,9/5/2018,Agent,3,3,3,0,0
wi,ho3,9/5/2018,Online,10,7,0,0,0
wi,ho6,9/5/2018,Agent,1,1,1,0,0
wi,ho6,9/5/2018,Online,0,0,0,0,0
wi,ho3,9/6/2018,Agent,2,2,2,1,0.5
wi,ho3,9/6/2018,Online,7,4,0,0,0
wi,ho3,9/7/2018,Agent,3,3,3,0,0
wi,ho3,9/7/2018,Online,7,5,2,1,0.142857143
wi,ho6,9/7/2018,Online,1,0,0,0,0
wi,ho3,9/8/2018,Agent,1,1,1,0,0
wi,ho3,9/8/2018,Online,1,0,0,0,0
wi,ho3,9/9/2018,Online,1,0,0,0,0
wi,ho3,9/10/2018,Online,3,2,0,0,0
wi,ho6,9/10/2018,Agent,1,1,1,0,0
wi,ho3,9/11/2018,Agent,2,1,1,0,0
wi,ho3,9/11/2018,Online,7,4,2,1,0.142857143
wi,ho6,9/11/2018,Online,2,1,0,0,0
wi,ho3,9/12/2018,Agent,3,3,3,0,0
wi,ho3,9/12/2018,Online,10,7,1,1,0.1
wi,ho3,9/13/2018,Agent,2,2,2,0,0
wi,ho3,9/13/2018,Online,2,1,1,1,0.5
wi,ho6,9/13/2018,Online,1,0,0,0,0
wi,ho3,9/14/2018,Agent,2,2,2,0,0
wi,ho3,9/14/2018,Online,5,4,1,1,0.2
wi,ho6,9/14/2018,Online,1,0,0,0,0
wi,ho3,9/15/2018,Agent,1,1,1,0,0
wi,ho3,9/15/2018,Online,4,2,0,0,0
wi,ho3,9/16/2018,Online,3,2,1,1,0.333333333
wi,ho6,9/16/2018,Online,2,1,0,0,0
wi,ho3,9/17/2018,Agent,3,2,2,0,0
wi,ho3,9/17/2018,Online,4,3,1,1,0.25
wi,ho3,9/18/2018,Agent,7,7,7,0,0
wi,ho3,9/18/2018,Online,6,5,1,0,0
wi,ho6,9/18/2018,Agent,1,1,1,0,0
wi,ho6,9/18/2018,Online,1,1,0,0,0
wi,ho3,9/19/2018,Agent,1,1,1,1,1
wi,ho3,9/19/2018,Online,9,6,1,1,0.111111111
wi,ho6,9/19/2018,Online,1,1,0,0,0
wi,ho3,9/20/2018,Online,5,2,1,1,0.2
wi,ho6,9/20/2018,Agent,1,1,1,0,0
wi,ho6,9/20/2018,Online,1,0,0,0,0
wi,ho3,9/21/2018,Agent,1,1,1,0,0
wi,ho3,9/21/2018,Online,5,4,1,1,0.2
wi,ho3,9/22/2018,Online,2,1,0,0,0
wi,ho3,9/23/2018,Online,2,1,0,0,0
wi,ho6,9/23/2018,Agent,1,1,1,0,0
wi,ho6,9/23/2018,Online,1,0,0,0,0
wi,ho3,9/24/2018,Agent,1,1,1,0,0
wi,ho3,9/24/2018,Online,4,2,0,0,0
wi,ho3,9/25/2018,Agent,5,5,5,0,0
wi,ho3,9/25/2018,Online,4,4,1,1,0.25
wi,ho3,9/26/2018,Agent,2,2,2,0,0
wi,ho3,9/26/2018,Online,8,6,1,1,0.125
wi,ho6,9/26/2018,Agent,1,1,1,0,0
wi,ho6,9/26/2018,Online,1,1,0,0,0
wi,ho3,9/27/2018,Online,10,8,0,0,0
wi,ho3,9/28/2018,Agent,1,1,1,1,1
wi,ho3,9/28/2018,Online,6,6,3,0,0
wi,ho6,9/28/2018,Online,1,0,0,0,0
wi,ho3,9/29/2018,Online,3,3,0,0,0
wi,ho6,9/29/2018,Agent,1,1,1,0,0
wi,ho6,9/29/2018,Online,1,1,0,0,0
wi,ho3,9/30/2018,Agent,2,2,2,0,0
wi,ho3,9/30/2018,Online,4,3,1,1,0.25
wi,ho6,9/30/2018,Agent,1,1,1,0,0
